stimulus_id,peak_index,peak_time_s,window_t0,window_t1,kw_ms,kde_dt,peak_prominence,peak_distance_s,peak_width_s,cleaning
6tniJKkjVv0,40,18.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,41,18.825,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,42,19.21,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,43,19.605,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,44,19.975,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,45,20.395,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,46,20.79,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,47,21.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,48,21.580000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,49,21.985,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,50,22.375,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,51,22.735,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,52,23.11,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,53,23.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,54,23.88,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,55,24.255,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,56,24.650000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,57,25.02,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,58,25.43,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,59,25.825,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,60,26.22,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,61,26.615000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,62,27.01,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,63,27.375,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,64,27.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,65,28.165,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,66,28.55,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,67,28.935000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,68,29.325,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
6tniJKkjVv0,69,29.73,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,0,0.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,1,1.605,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,2,2.31,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,3,2.99,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,4,3.41,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,5,3.74,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,6,4.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,7,4.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,8,5.215,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,9,5.575,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,10,5.93,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,11,6.24,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,12,6.655,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,13,6.99,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,14,7.3100000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,15,7.73,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,16,8.095,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,17,8.455,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,18,8.835,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,19,9.53,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,20,9.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,21,10.28,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,22,10.615,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,23,11.0,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,24,11.715,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,25,12.1,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,26,12.450000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,27,12.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,28,13.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,29,13.545,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,30,13.885,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,31,14.25,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,32,14.620000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,33,14.98,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,34,15.385,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,35,16.055,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,36,16.435,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,37,16.815,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,38,17.53,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,39,17.895,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,40,18.26,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,41,18.615000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,42,18.995,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,43,19.330000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,44,19.7,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,45,20.075,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,46,20.405,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,47,20.78,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,48,21.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,49,21.48,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,50,21.855,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,51,22.53,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,52,22.915,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,53,23.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,54,23.585,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,55,23.985,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,56,24.69,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,57,25.03,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,58,25.415,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,59,25.77,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,60,26.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,61,26.495,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,62,26.835,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,63,27.21,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,64,27.580000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,65,27.95,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,66,28.295,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,67,28.985,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,68,29.36,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7976yzHXBJc,69,29.73,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,0,1.01,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,1,1.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,2,2.5,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,3,3.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,4,4.455,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,5,5.49,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,6,6.55,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,7,7.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,8,7.595,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,9,8.145,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,10,8.64,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,11,9.68,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,12,10.21,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,13,10.71,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,14,11.27,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,15,11.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,16,12.795,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,17,13.36,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,18,13.85,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,19,14.375,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,20,14.895,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,21,15.435,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,22,15.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,23,16.455000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,24,16.965,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,25,17.505,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,26,18.02,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,27,18.565,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,28,19.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,29,19.625,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,30,20.14,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,31,20.675,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,32,21.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,33,21.740000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,34,22.240000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,35,22.77,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,36,23.25,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,37,23.805,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,38,24.29,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,39,25.325,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,40,26.415,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,41,26.93,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,42,27.415,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,43,28.465,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,44,28.990000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
7VuqbMbgLHk,45,29.475,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,0,0.625,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,1,1.23,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,2,1.87,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,3,2.48,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,4,3.125,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,5,3.7600000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,6,4.405,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,7,5.025,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,8,5.67,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,9,6.295,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,10,6.93,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,11,7.555,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,12,8.19,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,13,8.815,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,14,9.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,15,10.07,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,16,10.71,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,17,11.335,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,18,11.965,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,19,12.58,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,20,13.23,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,21,13.86,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,22,14.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,23,15.11,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,24,15.75,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,25,16.385,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,26,17.01,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,27,17.635,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,28,18.28,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,29,18.92,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,30,19.55,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,31,20.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,32,20.8,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,33,21.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,34,22.075,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,35,22.705000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,36,23.335,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,37,23.96,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,38,24.59,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,39,25.23,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,40,25.86,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,41,26.495,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,42,27.125,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,43,27.75,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,44,28.38,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,45,29.015,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
8W1ij30ACGg,46,29.650000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,0,0.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,1,1.225,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,2,1.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,3,2.705,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,4,3.105,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,5,3.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,6,4.1850000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,7,4.545,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,8,4.94,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,9,5.6850000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,10,6.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,11,6.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,12,7.19,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,13,7.575,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,14,7.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,15,8.675,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,16,9.075000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,17,9.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,18,10.200000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,19,10.575000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,20,10.94,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,21,11.705,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,22,12.075000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,23,12.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,24,13.195,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,25,13.59,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,26,13.96,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,27,14.68,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,28,15.06,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,29,15.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,30,16.18,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,31,16.57,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,32,16.94,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,33,17.675,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,34,18.07,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,35,18.45,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,36,19.18,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,37,19.57,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,38,19.95,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,39,20.32,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,40,20.71,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,41,21.075,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,42,21.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,43,22.18,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,44,22.575,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,45,22.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,46,23.69,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,47,24.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,48,24.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,49,25.185000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,50,25.580000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,51,25.95,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,52,26.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,53,27.080000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,54,27.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,55,28.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,56,28.57,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,57,28.94,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
94LD5nwivVs,58,29.675,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,0,1.215,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,1,1.675,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,2,2.12,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,3,2.545,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,4,3.0,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,5,3.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,6,3.9250000000000003,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,7,4.36,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,8,4.825,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,9,5.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,10,5.75,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,11,6.19,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,12,6.66,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,13,7.105,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,14,7.565,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,15,7.985,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,16,8.465,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,17,8.93,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,18,9.385,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,19,9.825000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,20,10.3,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,21,10.77,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,22,11.23,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,23,11.66,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,24,12.145,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
98s7mqb_II0,25,12.61,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
